Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ashish,2019-07-24 05:23:28,00:24:32,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with Rachel's Other Sister (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:10,Not latest view,US (United States)
Ashish,2019-07-23 20:11:13,00:23:08,Autoplayed: user action: None; ,Friends: Season 9: The One with Ross' Inappropriate Song (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:08,Not latest view,US (United States)
Ashish,2019-07-23 19:58:36,00:12:16,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Male Nanny (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:31:56,Not latest view,US (United States)
Ashish,2019-07-23 05:55:39,00:19:14,,Friends: Season 9: The One with the Male Nanny (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:19:41,Not latest view,US (United States)
Ashish,2019-07-22 22:54:57,00:23:08,Autoplayed: user action: None; ,Friends: Season 9: The One with Phoebe's Birthday Dinner (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:08,Not latest view,US (United States)
Ashish,2019-07-22 22:47:07,00:07:30,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Sharks (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:09,Not latest view,US (United States)
Ashish,2019-07-22 05:41:07,00:15:40,Autoplayed: user action: None; ,Friends: Season 9: The One with the Sharks (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:15:40,Not latest view,US (United States)
Ashish,2019-07-22 05:18:04,00:22:42,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One with the Pediatrician (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:11,Not latest view,US (United States)
Ashish,2019-07-21 23:33:45,00:22:30,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One Where Emma Cries (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:07,Not latest view,US (United States)
Ashish,2019-07-20 23:17:12,00:00:47,Autoplayed: user action: None; ,Point Blank,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:47,00:00:47,US (United States)
Ashish,2019-07-20 23:14:28,00:01:59,,Stranger Things: Season 1: Chapter One: The Vanishing Of Will Byers (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:59,00:01:59,US (United States)
Ashish,2019-07-20 22:45:02,00:24:35,Autoplayed: user action: Unspecified; ,Friends: Season 9: The One Where No One Proposes (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:09,Not latest view,US (United States)
Ashish,2019-07-20 06:12:15,00:20:17,Autoplayed: user action: None; ,Friends: Season 8: The One Where Rachel Has a Baby: Part 2 (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:13,Not latest view,US (United States)
Ashish,2019-07-20 05:50:30,00:21:25,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Rachel Has a Baby: Part 1 (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-20 05:36:56,00:12:15,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Rachel Is Late (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:51,Not latest view,US (United States)
Ashish,2019-07-19 21:49:19,00:09:37,Autoplayed: user action: None; ,Friends: Season 8: The One Where Rachel Is Late (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:37,Not latest view,US (United States)
Ashish,2019-07-19 21:27:08,00:21:53,Autoplayed: user action: None; ,Friends: Season 8: The One with the Cooking Class (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-19 21:04:53,00:21:53,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Baby Shower (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-19 06:54:58,00:21:55,Autoplayed: user action: None; ,Friends: Season 8: The One with Joey's Interview (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:55,Not latest view,US (United States)
Ashish,2019-07-19 06:32:47,00:21:52,Autoplayed: user action: None; ,Friends: Season 8: The One in Massapequa (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-19 06:10:35,00:21:53,,Friends: Season 8: The One with the Tea Leaves (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-19 05:49:59,00:20:34,,Friends: Season 8: The One Where Joey Tells Rachel (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:04,Not latest view,US (United States)
Ashish,2019-07-19 05:28:30,00:21:23,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Birthing Video (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-19 05:06:45,00:21:24,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Secret Closet (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-18 22:26:06,00:01:32,Autoplayed: user action: None; ,Friends: Season 8: The One with the Secret Closet (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:32,Not latest view,US (United States)
Ashish,2019-07-18 22:18:53,00:06:52,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Chandler Takes a Bath (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:33,Not latest view,US (United States)
Ashish,2019-07-18 04:44:51,00:14:12,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Chandler Takes a Bath (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:14:42,Not latest view,US (United States)
Ashish,2019-07-18 01:20:12,00:04:24,Autoplayed: user action: Unspecified; ,Anon,,Samsung 2017 Kant-M UHD TV Smart TV,00:04:24,00:04:24,US (United States)
Ashish,2019-07-18 01:19:55,00:00:12,Autoplayed: user action: None; ,24 Hours to Live,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:12,00:00:12,US (United States)
Ashish,2019-07-18 01:19:45,00:00:03,Autoplayed: user action: None; ,Killer Elite,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,US (United States)
Ashish,2019-07-18 01:19:22,00:00:14,Autoplayed: user action: None; ,Taking Lives,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:14,00:00:14,US (United States)
Ashish,2019-07-18 01:19:12,00:00:07,Autoplayed: user action: None; ,Æon Flux,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:07,00:00:07,US (United States)
Ashish,2019-07-18 01:18:54,00:00:12,Autoplayed: user action: None; ,Erased,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:12,00:00:12,US (United States)
Ashish,2019-07-18 01:18:39,00:00:11,Autoplayed: user action: None; ,Wanted,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:11,00:00:11,US (United States)
Ashish,2019-07-18 01:18:05,00:00:02,Autoplayed: user action: None; ,Taken: Season 1: Pilot (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,00:00:02,US (United States)
Ashish,2019-07-18 01:17:45,00:00:06,Autoplayed: user action: None; ,Anon,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:06,Not latest view,US (United States)
Ashish,2019-07-17 21:31:22,00:21:27,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Joey Dates Rachel (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-17 21:11:59,00:19:04,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Creepy Holiday Card (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-17 05:06:33,00:02:50,Autoplayed: user action: None; ,Friends: Season 8: The One with the Creepy Holiday Card (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:50,Not latest view,US (United States)
Ashish,2019-07-17 04:44:22,00:21:54,Autoplayed: user action: None; ,Friends: Season 8: The One with Monica's Boots (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-17 04:22:41,00:21:21,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Rumor (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-17 04:09:44,00:12:38,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Stripper (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:43,Not latest view,US (United States)
Ashish,2019-07-16 21:19:15,00:09:06,Autoplayed: user action: None; ,Friends: Season 8: The One with the Stripper (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:06,Not latest view,US (United States)
Ashish,2019-07-16 20:57:03,00:21:53,Autoplayed: user action: None; ,Friends: Season 8: The One with the Stain (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-16 20:35:25,00:21:19,,Friends: Season 8: The One with the Halloween Party (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-16 20:27:42,00:07:25,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with Rachel's Date (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-16 05:23:47,00:14:29,Autoplayed: user action: None; ,Friends: Season 8: The One with Rachel's Date (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:14:29,Not latest view,US (United States)
Ashish,2019-07-16 05:01:35,00:21:53,,Friends: Season 8: The One with the Videotape (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:22,Not latest view,US (United States)
Ashish,2019-07-16 04:41:11,00:20:17,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One Where Rachel Tells ... (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-15 23:07:11,00:01:07,Autoplayed: user action: None; ,Friends: Season 8: The One Where Rachel Tells ... (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:07,Not latest view,US (United States)
Ashish,2019-07-15 22:45:28,00:21:23,Autoplayed: user action: Unspecified; ,Friends: Season 8: The One with the Red Sweater (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-15 22:42:52,00:01:59,Autoplayed: user action: Unspecified; ,Ali Wong: Hard Knock Wife,,Samsung 2017 Kant-M UHD TV Smart TV,00:01:59,00:01:59,US (United States)
Ashish,2019-07-15 18:34:19,00:22:22,Autoplayed: user action: None; ,Friends: Season 8: The One After I Do (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:22,Not latest view,US (United States)
Ashish,2019-07-15 18:12:09,00:21:52,Autoplayed: user action: None; ,Friends: Season 7: The One with Chandler and Monica's Wedding: Part 2 (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-15 17:50:58,00:21:09,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Chandler and Monica's Wedding: Part 1 (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:35,Not latest view,US (United States)
Ashish,2019-07-15 17:37:24,00:13:12,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Chandler's Dad (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-14 16:19:29,00:00:04,,Friends: Season 7: The One with Chandler's Dad (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:08:41,Not latest view,US (United States)
Ashish,2019-07-14 06:26:43,00:08:38,Autoplayed: user action: None; ,Friends: Season 7: The One with Chandler's Dad (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:08:38,Not latest view,US (United States)
Ashish,2019-07-14 06:22:22,00:04:00,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Vows (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-13 04:52:43,00:17:54,Autoplayed: user action: None; ,Friends: Season 7: The One with the Vows (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:17:54,Not latest view,US (United States)
Ashish,2019-07-13 04:37:25,00:14:55,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Rachel's Big Kiss (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-11 21:55:45,00:07:00,Autoplayed: user action: None; ,Friends: Season 7: The One with Rachel's Big Kiss (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:00,Not latest view,US (United States)
Ashish,2019-07-11 21:32:59,00:21:25,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Ross and Monica's Cousin (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-10 21:54:39,00:21:26,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Joey's Award (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:51,Not latest view,US (United States)
Ashish,2019-07-09 04:34:25,00:35:04,Autoplayed: user action: None; ,Arrow: Season 1: Vertigo (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:35:04,Not latest view,US (United States)
Ashish,2019-07-09 04:29:45,00:04:38,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Trust but Verify (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:21,00:42:21,US (United States)
Ashish,2019-07-04 03:56:20,00:01:19,Autoplayed: user action: None; ,Friends: Season 7: The One with Joey's Award (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:19,Not latest view,US (United States)
Ashish,2019-07-04 03:26:16,00:21:53,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Cheap Wedding Dress (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-04 03:21:07,00:04:50,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Truth About London (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:51,Not latest view,US (United States)
Ashish,2019-07-03 22:48:56,00:00:06,Autoplayed: user action: None; ,Designated Survivor: Season 3 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Ashish,2019-07-03 20:23:01,02:21:17,Autoplayed: user action: Unspecified; ,Romeo Akbar Walter,,Samsung 2017 Kant-M UHD TV Smart TV,02:15:32,02:15:32,US (United States)
Ashish,2019-07-03 03:42:15,00:16:32,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Truth About London (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:17:02,Not latest view,US (United States)
Ashish,2019-07-03 03:12:39,00:22:23,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Joey's New Brain (Episode 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:23,Not latest view,US (United States)
Ashish,2019-07-03 02:50:54,00:21:25,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One Where They All Turn Thirty (Episode 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-03 02:29:04,00:21:26,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One Where Rosita Dies (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-02 05:36:03,00:21:53,Autoplayed: user action: None; ,Friends: Season 7: The One Where They're Up All Night (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-02 05:13:52,00:21:54,Autoplayed: user action: None; ,Friends: Season 7: The One with All the Cheesecakes (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:54,Not latest view,US (United States)
Ashish,2019-07-02 04:52:09,00:21:25,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Holiday Armadillo (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-02 04:46:14,00:05:35,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with All the Candy (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-02 04:46:02,00:00:04,Autoplayed: user action: None; ,Romeo Akbar Walter_hook_primary_16x9,HOOK,Samsung 2017 Kant-M UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Ashish,2019-07-02 01:16:18,00:36:37,,Arrow: Season 1: Trust but Verify (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:37:43,Not latest view,US (United States)
Ashish,2019-07-02 01:08:29,00:07:46,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Burned (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:58,00:41:58,US (United States)
Ashish,2019-07-01 21:51:28,00:16:18,Autoplayed: user action: None; ,Friends: Season 7: The One with All the Candy (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:16:18,Not latest view,US (United States)
Ashish,2019-07-01 21:29:17,00:21:53,Autoplayed: user action: None; ,Friends: Season 7: The One Where Chandler Doesn't Like Dogs (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-01 21:07:35,00:21:24,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Ross' Library Book (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-07-01 20:45:24,00:21:53,Autoplayed: user action: None; ,Friends: Season 7: The One with the Nap Partners (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-01 20:29:30,00:14:32,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with the Engagement Picture (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-07-01 05:31:47,00:07:22,Autoplayed: user action: None; ,Friends: Season 7: The One with the Engagement Picture (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:22,Not latest view,US (United States)
Ashish,2019-07-01 05:09:36,00:21:51,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Rachel's Assistant (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:51,Not latest view,US (United States)
Ashish,2019-07-01 05:02:27,00:06:51,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Phoebe's Cookies (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:14,Not latest view,US (United States)
Ashish,2019-07-01 03:34:34,00:33:20,Autoplayed: user action: None; ,Arrow: Season 1: Burned (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:34:14,Not latest view,US (United States)
Ashish,2019-07-01 02:53:18,00:41:14,,Arrow: Season 1: Year's End (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:16,00:42:16,US (United States)
Ashish,2019-07-01 02:40:01,00:13:14,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Vendetta (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:01,00:42:01,US (United States)
Ashish,2019-06-30 19:40:07,00:13:46,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Phoebe's Cookies (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:14:24,Not latest view,US (United States)
Ashish,2019-06-30 09:00:12,00:27:43,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Vendetta (Episode 8),,Netflix Chrome Linux (Cadmium) HTML 5,00:28:49,Not latest view,US (United States)
Ashish,2019-06-30 08:21:12,00:38:58,,Arrow: Season 1: Muse of Fire (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:40:06,00:40:06,US (United States)
Ashish,2019-06-30 08:17:26,00:03:45,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Legacies (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:41:33,00:41:33,US (United States)
Ashish,2019-06-30 08:17:01,00:00:14,Autoplayed: user action: None; ,Romeo Akbar Walter_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:14,Not latest view,US (United States)
Ashish,2019-06-30 07:36:03,00:37:12,Autoplayed: user action: None; ,Arrow: Season 1: Legacies (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:37:48,Not latest view,US (United States)
Ashish,2019-06-30 06:55:06,00:40:55,,Arrow: Season 1: Damaged (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:01,00:42:01,US (United States)
Ashish,2019-06-30 06:13:56,00:41:08,Autoplayed: user action: None; ,Arrow: Season 1: An Innocent Man (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:58,00:41:58,US (United States)
Ashish,2019-06-30 05:59:28,00:14:25,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Lone Gunmen (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:12,00:42:12,US (United States)
Ashish,2019-06-30 05:13:26,00:21:22,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Rachel's Book (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-06-30 04:55:30,00:17:36,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Monica's Thunder (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-06-30 02:16:12,00:27:44,Autoplayed: user action: None; ,Arrow: Season 1: Lone Gunmen (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:27:48,Not latest view,US (United States)
Ashish,2019-06-30 01:34:49,00:41:21,,Arrow: Season 1: Honor Thy Father (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:09,00:42:09,US (United States)
Ashish,2019-06-30 00:52:36,00:42:07,Autoplayed: user action: Unspecified; ,Arrow: Season 1: Pilot (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:07,00:42:07,US (United States)
Ashish,2019-06-30 00:51:08,00:00:17,Autoplayed: user action: None; ,Spider-Man: Into the Spider-Verse_hook_primary_16x9,HOOK,Samsung 2017 Kant-M UHD TV Smart TV,00:00:17,00:00:17,US (United States)
Ashish,2019-06-29 21:03:48,00:03:51,Autoplayed: user action: Unspecified; ,Friends: Season 7: The One with Monica's Thunder (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:04:17,Not latest view,US (United States)
Ashish,2019-06-29 20:41:56,00:19:45,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with the Proposal: Part 2 (Episode 25),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-06-29 19:50:35,00:02:07,Autoplayed: user action: None; ,Designated Survivor: Season 3 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:02:07,Not latest view,US (United States)
Ashish,2019-06-29 17:37:06,02:13:25,Autoplayed: user action: Unspecified; ,Batman Begins,,Samsung 2017 Kant-M UHD TV Smart TV,02:13:25,02:13:25,US (United States)
Ashish,2019-06-29 17:35:36,00:00:10,Autoplayed: user action: None; ,Leila: Season 1 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:16,00:00:16,US (United States)
Ashish,2019-06-29 17:34:44,00:00:36,Autoplayed: user action: Unspecified; ,"Marvel's Jessica Jones: Season 1: AKA 1,000 Cuts (Episode 10)",,Samsung 2017 Kant-M UHD TV Smart TV,00:01:34,00:01:34,US (United States)
Ashish,2019-06-29 17:34:03,00:00:07,Autoplayed: user action: None; ,Leila: Season 1 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:07,Not latest view,US (United States)
Ashish,2019-06-29 00:35:53,00:01:56,Autoplayed: user action: None; ,Friends: Season 6: The One with the Proposal: Part 2 (Episode 25),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:56,Not latest view,US (United States)
Ashish,2019-06-29 00:14:10,00:21:41,Autoplayed: user action: None; ,Friends: Season 6: The One with the Proposal: Part 1 (Episode 24),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:41,Not latest view,US (United States)
Ashish,2019-06-29 00:07:31,00:06:21,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with the Ring (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:06,Not latest view,US (United States)
Ashish,2019-06-28 04:18:38,00:15:45,Autoplayed: user action: None; ,Friends: Season 6: The One with the Ring (Episode 23),,Samsung 2017 Kant-M UHD TV Smart TV,00:15:45,Not latest view,US (United States)
Ashish,2019-06-28 03:56:41,00:21:38,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One Where Paul's the Man (Episode 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:02,Not latest view,US (United States)
Ashish,2019-06-28 03:53:40,00:02:42,Autoplayed: user action: None; ,Friends: Season 6: The One Where Ross Meets Elizabeth's Dad (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:07,Not latest view,US (United States)
Ashish,2019-06-27 17:53:54,00:19:26,Autoplayed: user action: None; ,Friends: Season 6: The One Where Ross Meets Elizabeth's Dad (Episode 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:19:26,Not latest view,US (United States)
Ashish,2019-06-27 17:37:33,00:16:02,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Mac and C.H.E.E.S.E (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
Ashish,2019-06-27 05:29:46,00:05:51,Autoplayed: user action: None; ,Friends: Season 6: The One with Mac and C.H.E.E.S.E (Episode 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:05:51,Not latest view,US (United States)
Ashish,2019-06-27 05:07:50,00:21:39,Autoplayed: user action: None; ,Friends: Season 6: The One with Joey's Fridge (Episode 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:39,Not latest view,US (United States)
Ashish,2019-06-27 05:02:49,00:04:42,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One Where Ross Dates a Student (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:51,Not latest view,US (United States)
Ashish,2019-06-27 04:45:21,00:16:42,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One Where Ross Dates a Student (Episode 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:17:10,Not latest view,US (United States)
Ashish,2019-06-27 00:15:28,00:13:06,,Tottaa Pataaka Item Maal,,Samsung 2017 Kant-M UHD TV Smart TV,00:13:06,00:13:06,US (United States)
Ashish,2019-06-26 21:40:28,00:21:52,Autoplayed: user action: None; ,Friends: Season 6: The One with Unagi (Episode 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:52,Not latest view,US (United States)
Ashish,2019-06-26 21:18:57,00:21:11,,Friends: Season 6: The One That Could Have Been: Part 2 (Episode 16),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:53,Not latest view,US (United States)
